,tweet_id,text,timestamp,rating_numerator,rating_denominator,name,floofer,Lifestage,Breed,Confidence Level,retweet_count,favorite_count,followers_count
20,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,2017-07-18 16:08:03,13.0,10,None,,,mexican_hairless,0.330741,8874,29816,9228922
21,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,2017-07-18 00:07:08,12.0,10,None,,,samoyed,0.733942,5024,27178,9228922
22,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,2017-07-17 16:17:36,13.0,10,Maya,,,chihuahua,0.793469,6356,30594,9228922
23,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",2017-07-16 23:58:41,13.0,10,Mingus,,,kuvasz,0.309706,2652,10566,9228922
24,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2017-07-15 23:25:31,12.0,10,Roscoe,,pupper,french_bulldog,0.999201,2649,18692,9228922
25,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,2017-07-15 16:17:19,13.0,10,Waffles,,,pug,0.943575,5321,24713,9228922
26,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,2017-07-14 22:10:11,12.0,10,Jimbo,,,blenheim_spaniel,0.972494,5658,28812,9228922
27,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,2017-07-13 15:58:47,13.0,10,Maisey,,,pug,0.369275,5368,31807,9228922
28,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,2017-07-12 16:03:00,13.0,10,None,,,malamute,0.8124819999999999,3687,19390,9228922
29,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",2017-07-12 00:01:00,12.0,10,Earl,,,italian_greyhound,0.259916,15134,67773,9228922
30,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,2017-07-11 20:47:12,13.0,10,Lola,,,chow,0.822103,4704,24582,9228922
31,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,2017-07-11 00:00:02,13.0,10,Kevin,,,pug,0.5464060000000001,3940,21479,9228922
32,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",2017-07-10 15:58:53,14.0,10,None,,,pembroke,0.993225,4825,24049,9228922
33,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,2017-07-09 21:29:42,12.0,10,Yogi,,doggo,german_shepherd,0.707046,2516,18073,9228922
34,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,2017-07-09 00:00:04,12.0,10,Noah,,,doberman,0.610946,2882,19332,9228922
35,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",2017-07-08 00:28:19,13.5,10,Bella,,,golden_retriever,0.943082,8326,40524,9228922
36,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,2017-07-07 16:22:55,13.0,10,Grizzwald,floofer,,chow,0.987997,3102,20100,9228922
37,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",2017-07-07 00:17:54,13.0,10,None,,,golden_retriever,0.949562,5569,32760,9228922
38,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,2017-07-06 15:58:11,13.0,10,Rusty,,,eskimo_dog,0.466778,3263,21144,9228922
39,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,2017-07-06 00:46:41,12.0,10,Gus,,pupper,labrador_retriever,0.85005,4119,24964,9228922
40,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,2017-07-05 15:48:34,13.0,10,Stanley,,,pembroke,0.542982,5101,24775,9228922
41,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,2017-07-04 16:01:23,13.0,10,Alfy,,,golden_retriever,0.762211,9713,39455,9228922
42,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,2017-07-03 16:04:48,12.0,10,Rey,,,weimaraner,0.291539,2879,21608,9228922
43,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,2017-07-03 00:11:11,13.0,10,Gary,,,saluki,0.529012,9021,44883,9228922
44,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",2017-07-02 15:32:16,14.0,10,a,,pupper,samoyed,0.281463,13497,43749,9228922
45,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,2017-06-30 19:35:32,12.0,10,None,,,pembroke,0.791416,3228,18866,9228922
46,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,2017-06-29 16:39:47,12.0,10,Bella,,,golden_retriever,0.913255,5254,25187,9228922
47,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,2017-06-29 00:27:25,12.0,10,Jesse,,,chihuahua,0.238525,3499,23847,9228922
48,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,2017-06-28 16:09:20,11.0,10,None,,,miniature_pinscher,0.120298,3684,24529,9228922
49,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,2017-06-28 00:42:13,13.0,10,Romeo,,,basset,0.813507,2945,19849,9228922
50,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,2017-06-27 00:10:17,12.0,10,Bailey,,,german_short-haired_pointer,0.479896,2646,20859,9228922
51,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,2017-06-26 19:07:24,13.0,10,Duddles,,,english_springer,0.383404,37693,93503,9228922
52,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2017-06-25 16:07:47,13.0,10,Beau,,,vizsla,0.960513,2261,16909,9228922
53,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,2017-06-25 00:45:22,13.0,10,Snoopy,,puppo,italian_greyhound,0.734684,3464,17269,9228922
54,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",2017-06-23 16:00:04,13.0,10,Shadow,,,basset,0.32042,1087,6842,9228922
55,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,2017-06-23 01:10:23,14.0,10,Emmy,,,french_bulldog,0.839097,5780,37443,9228922
56,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,2017-06-22 03:54:17,13.0,10,Aja,,,chesapeake_bay_retriever,0.8379559999999999,15911,69811,9228922
57,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,2017-06-21 15:58:08,12.0,10,Penny,,,basset,0.995368,3191,20088,9228922
58,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",2017-06-21 00:06:44,13.0,10,Dante,,,saluki,0.5099670000000001,4376,24344,9228922
59,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,2017-06-20 16:29:50,12.0,10,Nelly,,,pembroke,0.93112,4668,24023,9228922
60,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,2017-06-19 16:24:33,12.0,10,Ginger,,pupper,bloodhound,0.575751,2826,18370,9228922
61,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2017-06-18 16:57:37,13.0,10,Benedict,,,golden_retriever,0.874566,2016,16681,9228922
62,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",2017-06-17 16:52:05,13.0,10,Venti,,,bernese_mountain_dog,0.534327,3936,24876,9228922
63,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",2017-06-16 16:11:53,13.0,10,Goose,,,labrador_retriever,0.799551,3608,22313,9228922
64,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,2017-06-15 00:13:52,13.0,10,Nugget,,,siberian_husky,0.245048,4180,19553,9228922
65,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,2017-06-14 16:04:48,12.0,10,None,,,west_highland_white_terrier,0.7143189999999999,4010,22732,9228922
66,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,2017-06-13 17:29:20,12.0,10,Cash,,,labrador_retriever,0.836052,3945,24804,9228922
67,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,2017-06-12 16:06:11,13.0,10,Jed,,pupper,cocker_spaniel,0.437216,3510,23164,9228922
68,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",2017-06-12 00:15:36,12.0,10,None,,,flat-coated_retriever,0.8321770000000001,3408,20296,9228922
69,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",2017-06-11 21:18:31,13.0,10,Sebastian,,puppo,cardigan,0.806674,8638,30361,9228922
70,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",2017-06-10 16:39:04,13.0,10,None,,,newfoundland,0.678537,3365,21571,9228922
71,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",2017-06-09 16:22:42,12.0,10,Sierra,,pupper,vizsla,0.6197819999999999,1337,6364,9228922
72,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,2017-06-09 00:02:31,12.0,10,None,,doggo,labrador_retriever,0.476913,4590,24252,9228922
73,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",2017-06-08 14:20:41,13.0,10,None,,,pug,0.99912,3189,13161,9228922
74,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,2017-06-08 01:06:27,13.0,10,Monkey,,,cocker_spaniel,0.513191,3088,18487,9228922
75,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,2017-06-07 16:14:40,12.0,10,None,,,pembroke,0.931861,7769,36397,9228922
76,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,2017-06-06 00:01:46,13.0,10,Lassie,,,shetland_sheepdog,0.969171,9303,33373,9228922
77,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,2017-06-05 16:15:56,12.0,10,Rover,,pupper,labrador_retriever,0.921393,2987,18035,9228922
78,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,2017-06-04 23:56:03,12.0,10,Napolean,,doggo,komondor,0.974781,2970,18033,9228922
79,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",2017-06-03 15:55:36,13.0,10,Boomer,,,kelpie,0.3980530000000001,3257,20311,9228922
80,870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",2017-06-02 15:00:16,13.0,10,Cody,,,pembroke,0.945495,2223,10971,9228922
81,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,2017-06-01 20:18:38,13.0,10,Zoey,,,golden_retriever,0.841001,22933,74580,9228922
82,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",2017-06-01 16:00:09,13.0,10,Rumble,,,greater_swiss_mountain_dog,0.6227520000000001,3571,19650,9228923
83,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",2017-05-31 04:27:59,13.0,10,Dewey,,,pembroke,0.980148,8753,38315,9228923
84,869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,2017-05-30 23:51:58,13.0,10,Stanley,,,pembroke,0.993449,5421,25253,9228923
85,869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,2017-05-30 16:49:31,12.0,10,Scout,,doggo,chihuahua,0.955156,2654,14315,9228923
86,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,2017-05-29 16:24:37,13.0,10,Gizmo,,,pembroke,0.664181,3220,18277,9228923
87,868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,2017-05-28 00:18:35,13.0,10,None,,,labrador_retriever,0.868107,4518,23836,9228923
88,868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",2017-05-27 19:39:34,12.0,10,Cooper,,,whippet,0.378151,1764,9047,9228923
89,867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",2017-05-26 00:29:37,12.0,10,None,,,labrador_retriever,0.522644,3601,21775,9228923
90,867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,2017-05-25 16:10:44,13.0,10,Harold,,,border_collie,0.661953,6296,30483,9228923
91,867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,2017-05-24 16:44:18,12.0,10,Shikha,,puppo,eskimo_dog,0.6164569999999999,2126,14468,9228923
92,867051520902168576,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",2017-05-23 16:16:06,13.0,10,None,,,samoyed,0.471403,6831,28940,9228923
93,866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,2017-05-22 16:06:55,12.0,10,Lili,,,flat-coated_retriever,0.51473,2986,17270,9228923
94,866450705531457537,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",2017-05-22 00:28:40,13.0,10,Jamesy,,pupper,french_bulldog,0.905334,30425,109670,9228923
95,866334964761202691,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,2017-05-21 16:48:45,12.0,10,Coco,,,samoyed,0.984086,12298,46963,9228923
96,865718153858494464,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",2017-05-19 23:57:46,13.0,10,Boomer,,,golden_retriever,0.673664,4893,23108,9228923
97,865359393868664832,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,2017-05-19 00:12:11,13.0,10,Sammy,,,chesapeake_bay_retriever,0.832435,4326,23772,9229343
98,865006731092295680,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,2017-05-18 00:50:50,13.0,10,Nelly,,,pembroke,0.989882,6718,25246,9228923
99,864279568663928832,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,2017-05-16 00:41:21,12.0,10,Meatball,,,bull_mastiff,0.668613,2602,13167,9228923
100,864197398364647424,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,2017-05-15 19:14:50,13.0,10,Paisley,,,golden_retriever,0.945905,7632,26819,9228923
101,863553081350529029,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,2017-05-14 00:34:33,13.0,10,Neptune,,,eskimo_dog,0.41333,3655,13788,9228923
102,863432100342583297,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,2017-05-13 16:33:49,12.0,10,Belle,,,staffordshire_bullterrier,0.690517,4582,21468,9229399
103,863062471531167744,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",2017-05-12 16:05:02,13.0,10,Quinn,,,french_bulldog,0.935804,2105,7583,9228923
104,862831371563274240,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",2017-05-12 00:46:44,13.0,10,Zooey,,,australian_terrier,0.207281,4495,17327,9228923
105,862722525377298433,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",2017-05-11 17:34:13,11.0,10,Dave,,,basset,0.39333,3111,15455,9228923
106,862096992088072192,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 https://t.co/nvZyyrp0kd,2017-05-10 00:08:34,13.0,10,None,,,chow,0.677589,20140,66795,9228923
107,861383897657036800,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,2017-05-08 00:54:59,13.0,10,Hobbes,,,cardigan,0.771008,9337,32519,9228923
108,861005113778896900,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,2017-05-06 23:49:50,12.0,10,Burt,,,german_shepherd,0.507951,3357,15123,9228923
109,860563773140209665,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",2017-05-05 18:36:06,13.0,10,Lorenzo,,,cardigan,0.583936,1864,6774,9228923
110,860524505164394496,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,2017-05-05 16:00:04,13.0,10,Carl,,,bedlington_terrier,0.286558,4638,21440,9228923
111,859924526012018688,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,2017-05-04 00:15:58,12.0,10,Milky,,,french_bulldog,0.254587,3605,17775,9228923
112,859851578198683649,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,2017-05-03 19:26:06,13.0,10,Trooper,,,labrador_retriever,0.899086,3089,14076,9228923
